Tribunal;Processo;Ano;Codigos assuntos;Polo ativo;Polo ativo - Natureza juridica;Polo passivo;Polo passivo - Natureza juridica
TRF3;5001132-92.2017.4.03.6110;2024;{10653,12513,12511};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO};{AUTARQUIA FEDERAL,COOPERATIVA};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO};{AUTARQUIA FEDERAL,COOPERATIVA}
TRF3;5007599-55.2020.4.03.6119;2024;{12496,12487};;;{POLICIA MILITAR DO ESTADO DE SAO PAULO,MINISTERIO DA FAZENDA,ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE GUARULHOS,SECRETARIA MUNICIPAL DA FAZENDA,SAO PAULO CAMARA MUNICIPAL,SECRETARIA DE ESTADO DA SAUDE,FAZENDA NACIONAL (UNIAO FEDERAL),SECRETARIA DE SAUDE DO ESTADO DE SAO PAULO};{ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,ORGAO PUBLICO DO PODER LEGISLATIVO MUNICIPAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,ND,ND}
TRF3;5021055-66.2019.4.03.6100;2024;{10655,12487};;;{COMISSAO NACIONAL DE ENERGIA NUCLEAR};{AUTARQUIA FEDERAL}
TRF3;5020727-39.2019.4.03.6100;2024;{7704,12516,10653};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR-ANS,NOTRE DAME INTERMEDICA SAUDE S.A.};{ND,SOCIEDADE ANONIMA FECHADA};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR-ANS,NOTRE DAME INTERMEDICA SAUDE S.A.};{ND,SOCIEDADE ANONIMA FECHADA}
TRF3;5003055-81.2020.4.03.6100;2024;{12516};{NOTRE DAME INTERMEDICA SAUDE S.A.,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR};{SOCIEDADE ANONIMA FECHADA,AUTARQUIA FEDERAL};{NOTRE DAME INTERMEDICA SAUDE S.A.,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR};{SOCIEDADE ANONIMA FECHADA,AUTARQUIA FEDERAL}
TRF3;5027019-40.2019.4.03.6100;2024;{12516,10653};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR-ANS,NOTRE DAME INTERMEDICA SAUDE S.A.};{ND,SOCIEDADE ANONIMA FECHADA};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR-ANS,NOTRE DAME INTERMEDICA SAUDE S.A.};{ND,SOCIEDADE ANONIMA FECHADA}
TRF3;5002058-35.2019.4.03.6100;2024;{12484,12491};;;{ADVOCACIA GERAL DA UNIAO,UNI?O FEDERAL};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ND}
TRF3;0019041-21.1987.4.03.6100;2024;{12486};;;{UNIAO FEDERAL,HOSPITAL DE GUARNICAO DE SANTIAGO,3A COMPANHIA DE FRONTEIRA E FORTE COIMBRA};{ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF3;0000230-60.2017.4.03.6100;2024;{12484,10653};;;{ADVOCACIA GERAL DA UNIAO,UNI?O FEDERAL};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ND}
TRF3;0011882-11.2016.4.03.6100;2024;{12484,10653};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
