Tribunal;Processo;Ano;Codigos assuntos;Polo ativo;Polo ativo - Natureza juridica;Polo passivo;Polo passivo - Natureza juridica
TRF2;5002390-43.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5049851-11.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5081118-98.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5002933-46.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5081123-23.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;sigiloso(615467455);2024;{10433,12486};Sigiloso;Sigiloso;Sigiloso;Sigiloso
TRF2;0019098-60.2004.4.02.5101;2025;{12516};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,PLASAC PLANO DE SAUDE LTDA};{AUTARQUIA FEDERAL,SOCIEDADE EMPRESARIA LIMITADA};{AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,PLASAC PLANO DE SAUDE LTDA};{AUTARQUIA FEDERAL,SOCIEDADE EMPRESARIA LIMITADA}
TRF2;0155377-67.2015.4.02.5101;2024;{12491};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE RIO DE JANEIRO,ESTADO DO RIO DE JANEIRO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL}
TRF2;0172264-92.2016.4.02.5101;2024;{12491};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE RIO DE JANEIRO,ESTADO DO RIO DE JANEIRO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL}
TRF2;5033708-44.2024.4.02.5101;2024;{14912,7717,12514};{VIA SUDESTE TRANSPORTES S A};{SOCIEDADE ANONIMA FECHADA};{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF2;5070055-76.2024.4.02.5101;2024;{12484};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DO RIO DE JANEIRO,MUNICIPIO DE NOVA FRIBURGO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF2;5110084-71.2024.4.02.5101;2024;{12512};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE RIO DE JANEIRO,ESTADO DO RIO DE JANEIRO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL}
TRF2;5043202-30.2024.4.02.5101;2024;{12486};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF2;5049853-78.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5009386-57.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5004031-66.2024.4.02.5101;2024;{12486};{NUCLEBRAS EQUIPAMENTOS PESADOS S/A NUCLEP};{EMPRESA PUBLICA};;
TRF2;5055666-86.2024.4.02.5101;2024;{12489,7779,12486,7775};;;{CAIXA ECONOMICA FEDERAL};{EMPRESA PUBLICA}
TRF2;5066373-16.2024.4.02.5101;2024;{12490};;;{CAIXA ECONOMICA FEDERAL};{EMPRESA PUBLICA}
